P_Batt_in (W),,Cap_Loss_CH [p.u./HalfCycle],pu/dth
-34671.92649,0.963109069,3.49E-06,3.36E-06
-34705.28149,0.964035597,3.50E-06,3.37E-06
-34738.63414,0.964962059,3.51E-06,3.39E-06
-34767.99226,0.965777563,3.53E-06,3.41E-06
-34801.34047,0.966703902,3.54E-06,3.42E-06
-34834.68633,0.967630176,3.55E-06,3.44E-06
-34868.02984,0.968556384,3.56E-06,3.45E-06
-34897.37992,0.969371664,3.57E-06,3.46E-06
-34930.719,0.97029775,3.58E-06,3.47E-06
-34964.05572,0.97122377,3.59E-06,3.49E-06
-34997.3901,0.972149725,3.61E-06,3.51E-06
-35026.73214,0.972964782,3.62E-06,3.52E-06
-35060.06209,0.973890614,3.63E-06,3.54E-06
-35093.38969,0.97481638,3.64E-06,3.55E-06
-35126.71495,0.975742082,3.65E-06,3.56E-06
-35156.04896,0.976556916,3.66E-06,3.57E-06
-35189.36979,0.977482494,3.68E-06,3.60E-06
-35222.68828,0.978408008,3.69E-06,3.61E-06
-35256.00441,0.979333456,3.70E-06,3.62E-06
-35285.33041,0.980148067,3.71E-06,3.64E-06
-35318.64213,0.981073393,3.72E-06,3.65E-06
-35351.9515,0.981998653,3.74E-06,3.67E-06
-35385.25853,0.982923848,3.75E-06,3.69E-06
-35414.5765,0.983738236,3.76E-06,3.70E-06
-35447.87912,0.984663309,3.77E-06,3.71E-06
-35481.17939,0.985588316,3.79E-06,3.74E-06
-35514.47732,0.986513259,3.80E-06,3.75E-06
-35543.78729,0.987327425,3.81E-06,3.76E-06
-35577.08081,0.988252245,3.82E-06,3.78E-06
-35610.37198,0.989176999,3.84E-06,3.80E-06
-35643.66082,0.990101689,3.85E-06,3.81E-06
-35672.96278,0.990915633,3.86E-06,3.82E-06
-35706.24721,0.9918402,3.87E-06,3.84E-06
-35739.5293,0.992764703,3.89E-06,3.86E-06
-35772.80905,0.99368914,3.90E-06,3.88E-06
-35802.10301,0.994502861,3.91E-06,3.89E-06
-35835.37836,0.995427177,3.92E-06,3.90E-06
-35868.65137,0.996351427,3.94E-06,3.93E-06
-35901.92204,0.997275612,3.95E-06,3.94E-06
-35931.20802,0.998089112,3.96E-06,3.95E-06
-35964.47429,0.999013175,3.98E-06,3.98E-06
-35997.73823,0.999937173,3.99E-06,3.99E-06
-36030.99983,1.000861106,4.00E-06,4.00E-06
-36060.27782,1.001674384,4.02E-06,4.03E-06
-36093.53503,1.002598195,4.03E-06,4.04E-06
-36126.7899,1.003521942,4.04E-06,4.05E-06
-36160.04243,1.004445623,4.06E-06,4.08E-06
-36189.31245,1.005258679,4.07E-06,4.09E-06
-36222.56059,1.006182239,4.08E-06,4.11E-06
-36255.80641,1.007105734,4.10E-06,4.13E-06
-36289.04989,1.008029164,4.11E-06,4.14E-06
-36318.31193,1.008841998,4.12E-06,4.16E-06
-36351.55103,1.009765306,4.14E-06,4.18E-06
-36384.78779,1.01068855,4.15E-06,4.19E-06
-36418.02222,1.011611728,4.17E-06,4.22E-06
-36451.25432,1.012534842,4.18E-06,4.23E-06
-36480.50635,1.013347399,4.19E-06,4.25E-06
-36513.73407,1.014270391,4.21E-06,4.27E-06
-36546.95946,1.015193318,4.22E-06,4.28E-06
-36580.18252,1.016116181,4.24E-06,4.31E-06
-36609.4266,1.016928517,4.25E-06,4.32E-06
-36642.64528,1.017851258,4.26E-06,4.34E-06
-36675.86164,1.018773934,4.28E-06,4.36E-06
-36709.07567,1.019696546,4.29E-06,4.37E-06
-36738.31179,1.020508661,4.31E-06,4.40E-06
-36771.52145,1.021431151,4.32E-06,4.41E-06
-36804.72878,1.022353577,4.34E-06,4.44E-06
-36837.93378,1.023275938,4.35E-06,4.45E-06
-36867.16196,1.024087832,4.36E-06,4.47E-06
-36900.3626,1.025010072,4.38E-06,4.49E-06
-36933.56091,1.025932248,4.39E-06,4.50E-06
-36966.7569,1.026854358,4.41E-06,4.53E-06
-36995.97714,1.027666032,4.42E-06,4.54E-06
-37029.16876,1.028588021,4.44E-06,4.57E-06
-37062.35806,1.029509946,4.45E-06,4.58E-06
-37095.54504,1.030431807,4.47E-06,4.61E-06
-37124.75736,1.03124326,4.48E-06,4.62E-06
-37157.93997,1.032164999,4.50E-06,4.64E-06
-37191.12026,1.033086674,4.51E-06,4.66E-06
-37224.29824,1.034008284,4.53E-06,4.68E-06
-37253.50263,1.034819518,4.54E-06,4.70E-06
-37286.67625,1.035741007,4.56E-06,4.72E-06
-37319.84755,1.036662432,4.57E-06,4.74E-06
-37353.01653,1.037583793,4.59E-06,4.76E-06
-37382.213,1.038394806,4.60E-06,4.78E-06
-37415.37763,1.039316045,4.62E-06,4.80E-06
-37448.53993,1.04023722,4.64E-06,4.83E-06
-37481.69992,1.041158331,4.65E-06,4.84E-06
-37510.88849,1.041969125,4.67E-06,4.87E-06
-37544.04413,1.042890115,4.68E-06,4.88E-06
-37577.19745,1.04381104,4.70E-06,4.91E-06
-37610.34847,1.044731902,4.72E-06,4.93E-06
-37639.52913,1.045542476,4.73E-06,4.95E-06
-37672.67579,1.046463216,4.75E-06,4.97E-06
-37705.82014,1.047383893,4.76E-06,4.99E-06
-37734.99494,1.048194304,4.78E-06,5.01E-06
-37768.13494,1.049114859,4.80E-06,5.04E-06
-37801.27263,1.050035351,4.81E-06,5.05E-06
-37834.40802,1.050955778,4.83E-06,5.08E-06
-37863.57492,1.05176597,4.84E-06,5.09E-06
-37896.70596,1.052686277,4.86E-06,5.12E-06
-37929.83469,1.053606519,4.88E-06,5.14E-06
-37962.96111,1.054526698,4.90E-06,5.17E-06
-37992.12013,1.05533667,4.91E-06,5.18E-06
-38025.24221,1.056256728,4.93E-06,5.21E-06
-38058.36199,1.057176722,4.95E-06,5.23E-06
-38091.47945,1.058096651,4.96E-06,5.25E-06
-38120.63059,1.058906405,4.98E-06,5.27E-06
-38153.74373,1.059826215,5.00E-06,5.30E-06
-38186.85455,1.06074596,5.01E-06,5.31E-06
-38219.96307,1.061665641,5.03E-06,5.34E-06
-38249.10634,1.062475176,5.05E-06,5.37E-06
-38282.21053,1.063394737,5.06E-06,5.38E-06
-38315.31242,1.064314234,5.08E-06,5.41E-06
-38348.412,1.065233667,5.10E-06,5.43E-06
-38377.5474,1.066042983,5.12E-06,5.46E-06
-38410.64265,1.066962296,5.13E-06,5.47E-06
-38443.7356,1.067881544,5.15E-06,5.50E-06
-38476.82625,1.068800729,5.17E-06,5.53E-06
-38505.95379,1.069609828,5.19E-06,5.55E-06
-38539.04012,1.070528892,5.21E-06,5.58E-06
-38572.12414,1.071447893,5.22E-06,5.59E-06
-38605.20587,1.07236683,5.24E-06,5.62E-06
-38634.32555,1.07317571,5.26E-06,5.64E-06
-38667.40296,1.074094527,5.28E-06,5.67E-06
-38700.47806,1.075013279,5.30E-06,5.70E-06
-38733.55087,1.075931969,5.32E-06,5.72E-06
-38762.66271,1.076740631,5.33E-06,5.74E-06
-38795.7312,1.0776592,5.35E-06,5.77E-06
-38828.79739,1.078577705,5.37E-06,5.79E-06
-38861.86129,1.079496147,5.39E-06,5.82E-06
-38890.96529,1.080304591,5.41E-06,5.84E-06
-38924.02487,1.081222913,5.43E-06,5.87E-06
-38957.08216,1.082141171,5.44E-06,5.89E-06
-38990.13716,1.083059366,5.46E-06,5.91E-06
-39019.23332,1.083867592,5.48E-06,5.94E-06
-39052.284,1.084785667,5.50E-06,5.97E-06
-39085.33239,1.085703678,5.52E-06,5.99E-06
-39118.37849,1.086621625,5.54E-06,6.02E-06
-39147.46682,1.087429634,5.56E-06,6.05E-06
-39180.50862,1.088347462,5.58E-06,6.07E-06
-39213.54812,1.089265226,5.60E-06,6.10E-06
-39246.58533,1.090182926,5.62E-06,6.13E-06
-39275.66584,1.090990718,5.64E-06,6.15E-06
-39308.69875,1.091908299,5.66E-06,6.18E-06
-39341.72936,1.092825816,5.68E-06,6.21E-06
-39374.7577,1.093743269,5.70E-06,6.23E-06
-39403.83039,1.094550844,5.71E-06,6.25E-06
-39436.85442,1.095468178,5.74E-06,6.29E-06
-39469.87616,1.096385449,5.76E-06,6.32E-06
-39502.89562,1.097302656,5.78E-06,6.34E-06
-39531.96049,1.098110014,5.79E-06,6.36E-06
-39564.97565,1.099027101,5.82E-06,6.40E-06
-39597.98853,1.099944126,5.84E-06,6.42E-06
-39630.99912,1.100861087,5.86E-06,6.45E-06
-39660.05619,1.101668228,5.88E-06,6.48E-06
-39693.06249,1.102585069,5.90E-06,6.51E-06
-39726.0665,1.103501847,5.92E-06,6.53E-06
-39759.06823,1.104418562,5.94E-06,6.56E-06
-39788.11751,1.105225486,5.96E-06,6.59E-06
-39821.11495,1.106142082,5.98E-06,6.61E-06
-39854.11011,1.107058614,6.00E-06,6.64E-06
-39887.10299,1.107975083,6.02E-06,6.67E-06
-39916.14447,1.108781791,6.04E-06,6.70E-06
-39949.13306,1.109698141,6.07E-06,6.74E-06
-39982.11937,1.110614427,6.09E-06,6.76E-06
-40015.1034,1.11153065,6.11E-06,6.79E-06
-40044.13711,1.112337142,6.13E-06,6.82E-06
-40077.11685,1.113253246,6.15E-06,6.85E-06
-40110.09432,1.114169287,6.17E-06,6.87E-06
-40143.06952,1.115085264,6.20E-06,6.91E-06
-40172.09544,1.11589154,6.22E-06,6.94E-06
