P_Ac_in (W),P_Batt_in (W),P_loss_in,,P_Ac_out,P_Batt_out,P_loss_out,,P_Ac_in (W),P_Batt_in (W),P_loss_in,,P_Ac_out,P_Batt_out,P_loss_out,,,P_AC_out_only_PE,,,P_Ac_in_only_PE,
-22356,-21244.6832,1111.316803,,22356,21166.4053,1189.594704,,-22356,-21826.00402,-529.9959823,,22356,23006.25544,650.2554356,,,-22356,539.3392684,,22356,581.3208207
-22392,-21279.01453,1112.98547,,22392,21200.30842,1191.691577,,-22392,-21860.31308,-531.6869196,,22392,23044.35692,652.3569198,,,-22392,539.3346572,,22392,581.2985504
-22428,-21313.34329,1114.656707,,22428,21234.20813,1193.791874,,-22428,-21894.61958,-533.3804227,,22428,23082.4619,654.4618998,,,-22428,539.3299742,,22428,581.2762843
-22464,-21347.66949,1116.330512,,22464,21268.10441,1195.895595,,-22464,-21928.92351,-535.076491,,22464,23120.57038,656.5703762,,,-22464,539.3252188,,22464,581.254021
-22500,-21378.66227,1121.337732,,22500,21299.11592,1200.88408,,-22500,-21963.3065,-536.6935008,,22500,23158.77146,658.771456,,,-22500,542.112624,,22500,584.6442312
-22536,-21412.98358,1123.016424,,22536,21333.00511,1202.99489,,-22536,-21997.60542,-538.3945797,,22536,23196.88708,660.8870785,,,-22536,542.1078115,,22536,584.6218443
-22572,-21447.30232,1124.697682,,22572,21366.89087,1205.109126,,-22572,-22031.90178,-540.0982221,,22572,23235.0062,663.006199,,,-22572,542.102927,,22572,584.5994599
-22608,-21481.61849,1126.381507,,22608,21400.77321,1207.226789,,-22608,-22066.19557,-541.8044276,,22608,23273.12882,665.1288181,,,-22608,542.0979709,,22608,584.5770794
-22644,-21512.60223,1131.397772,,22644,21431.77059,1212.229411,,-22644,-22100.5689,-543.4310983,,22644,23311.34465,667.3446498,,,-22644,544.8847612,,22644,587.9666737
-22680,-21546.91352,1133.086479,,22680,21465.64583,1214.354167,,-22680,-22134.85769,-545.14231,,22680,23349.47442,669.4744194,,,-22680,544.8797476,,22680,587.944169
-22716,-21581.22225,1134.777751,,22716,21499.51765,1216.482352,,-22716,-22169.14392,-546.856083,,22716,23387.60769,671.6076893,,,-22716,544.8746627,,22716,587.921668
-22752,-21615.52841,1136.471587,,22752,21533.38603,1218.613967,,-22752,-22203.42758,-548.5724166,,22752,23425.74446,673.7444601,,,-22752,544.8695069,,22752,587.8991704
-22788,-21646.50311,1141.49689,,22788,21564.36927,1223.630734,,-22788,-22237.79126,-550.20874,,22788,23463.97505,675.975053,,,-22788,547.655681,,22788,591.28815
-22824,-21680.8044,1143.195604,,22824,21598.23055,1225.769445,,-22824,-22272.06992,-551.9300755,,22824,23502.11898,678.1189787,,,-22824,547.6504663,,22824,591.2655285
-22860,-21715.10312,1144.89688,,22860,21632.08841,1227.911588,,-22860,-22306.34603,-553.65397,,22860,23540.26641,680.266407,,,-22860,547.645181,,22860,591.24291
-22896,-21749.39928,1146.600718,,22896,21665.94284,1230.057165,,-22896,-22340.61958,-555.380423,,22896,23578.41734,682.4173383,,,-22896,547.6398267,,22896,591.220295
-22932,-21780.36495,1151.63505,,22932,21696.91192,1235.088083,,-22932,-22374.97361,-557.0263907,,22932,23616.6627,684.6627019,,,-22932,550.4253811,,22932,594.6086593
-22968,-21814.65624,1153.343762,,22968,21730.75924,1237.24076,,-22968,-22409.24216,-558.7578412,,22968,23654.82079,686.8207927,,,-22968,550.4199673,,22968,594.5859208
-23004,-21848.94497,1155.055034,,23004,21764.60313,1239.396871,,-23004,-22443.50815,-560.4918484,,23004,23692.98239,688.9823882,,,-23004,550.4144828,,23004,594.5631856
-23040,-21883.23113,1156.768865,,23040,21798.44358,1241.556418,,-23040,-22477.77159,-562.2284118,,23040,23731.14749,691.147489,,,-23040,550.408929,,23040,594.5404532
-23076,-21914.18778,1161.81222,,23076,21829.3985,1246.601497,,-23076,-22512.11598,-563.8840155,,23076,23769.40763,693.4076328,,,-23076,553.1938642,,23076,597.9282045
-23112,-21948.46908,1163.53092,,23112,21863.23185,1248.768147,,-23112,-22546.37443,-565.625572,,23112,23807.5799,695.5798976,,,-23112,553.1882494,,23112,597.905348
-23148,-21982.74782,1165.252179,,23148,21897.06176,1250.938236,,-23148,-22580.63032,-567.369683,,23148,23845.75567,697.7556694,,,-23148,553.1825666,,23148,597.882496
-23184,-22017.024,1166.975996,,23184,21930.88824,1253.111763,,-23184,-22614.88365,-569.1163481,,23184,23883.93495,699.9349486,,,-23184,553.1768144,,23184,597.8596479
-23220,-22047.97164,1172.028364,,23220,21961.82899,1258.171009,,-23220,-22649.21842,-570.7815794,,23220,23922.20988,702.209882,,,-23220,555.961127,,23220,601.2467846
-23256,-22082.24296,1173.757045,,23256,21995.64836,1260.351644,,-23256,-22683.46677,-572.5332331,,23256,23960.39633,704.3963298,,,-23256,555.9553142,,23256,601.2238119
-23292,-22116.51172,1175.488282,,23292,22029.46428,1262.535719,,-23292,-22717.71256,-574.2874391,,23292,23998.58629,706.5862868,,,-23292,555.9494322,,23292,601.2008429
-23328,-22150.77793,1177.222074,,23328,22063.27676,1264.723236,,-23328,-22751.9558,-576.0441969,,23328,24036.77975,708.7797534,,,-23328,555.9434826,,23328,601.1778771
-23364,-22181.71655,1182.283448,,23364,22094.20334,1269.796658,,-23364,-22786.28095,-577.7190476,,23364,24075.06949,711.0694859,,,-23364,558.7271721,,23364,604.5644004
-23400,-22215.9779,1184.022101,,23400,22128.00871,1271.991286,,-23400,-22820.51921,-579.4807897,,23400,24113.27013,713.2701258,,,-23400,558.7211602,,23400,604.5413113
-23436,-22250.23669,1185.763308,,23436,22161.81064,1274.189358,,-23436,-22854.75492,-581.2450818,,23436,24151.47428,715.4742769,,,-23436,558.7150811,,23436,604.5182262
-23472,-22284.49293,1187.507067,,23472,22195.60913,1276.390873,,-23472,-22888.98808,-583.0119234,,23472,24189.68194,717.6819399,,,-23472,558.7089331,,23472,604.4951436
-23508,-22315.42256,1192.57744,,23508,22226.52152,1281.478479,,-23508,-22923.30361,-584.6963853,,23508,24227.98648,719.9864811,,,-23508,561.4919979,,23508,607.8810547
-23544,-22349.67394,1194.326056,,23544,22260.31289,1283.68711,,-23544,-22957.53179,-586.4682069,,23544,24266.20132,722.2013219,,,-23544,561.4857881,,23544,607.8578491
-23580,-22383.92278,1196.077223,,23580,22294.10081,1285.899187,,-23580,-22991.75742,-588.2425763,,23580,24304.41968,724.4196762,,,-23580,561.4795108,,23580,607.8346467
-23616,-22418.16906,1197.830941,,23616,22327.88529,1288.11471,,-23616,-23025.98051,-590.0194929,,23616,24342.64154,726.6415446,,,-23616,561.4731654,,23616,607.8114481
-23652,-22449.0897,1202.910304,,23652,22358.78349,1293.216508,,-23652,-23060.28644,-591.7135576,,23652,24380.9609,728.960904,,,-23652,564.255604,,23652,611.1967464
-23688,-22483.33113,1204.668874,,23688,22392.56085,1295.439152,,-23688,-23094.50455,-593.4954499,,23688,24419.18995,731.1899547,,,-23688,564.2491973,,23688,611.1734241
-23724,-22517.57001,1206.429994,,23724,22426.33476,1297.665244,,-23724,-23128.72011,-595.2798877,,23724,24457.42252,733.4225212,,,-23724,564.2427228,,23724,611.1501063
-23760,-22551.80634,1208.193662,,23760,22460.10522,1299.894785,,-23760,-23162.93313,-597.0668706,,23760,24495.6586,735.658604,,,-23760,564.236181,,23760,611.1267914
-23796,-22582.71799,1213.282007,,23796,22490.98922,1305.010782,,-23796,-23197.22947,-598.7705299,,23796,24533.99279,737.9927912,,,-23796,567.0179908,,23796,614.5114771
-23832,-22616.94948,1215.050523,,23832,22524.75255,1307.247448,,-23832,-23231.43752,-600.562484,,23832,24572.23606,740.2360609,,,-23832,567.0113871,,23832,614.488039
-23868,-22651.17841,1216.821586,,23868,22558.51244,1309.487564,,-23868,-23265.64302,-602.3569815,,23868,24610.48285,742.4828486,,,-23868,567.0047154,,23868,614.4646045
-23904,-22685.4048,1218.595195,,23904,22592.26887,1311.731132,,-23904,-23299.84598,-604.1540218,,23904,24648.73315,744.7331549,,,-23904,566.9979771,,23904,614.4411732
-23940,-22716.30749,1223.692515,,23940,22623.13866,1316.861338,,-23940,-23334.13273,-605.8672674,,23940,24687.08218,747.0821793,,,-23940,569.7791587,,23940,617.8252476
-23976,-22750.52903,1225.470968,,23976,22656.88797,1319.112034,,-23976,-23368.33073,-607.6692747,,23976,24725.33968,749.3396771,,,-23976,569.7723569,,23976,617.8016933
-24012,-22784.74803,1227.251966,,24012,22690.63382,1321.366184,,-24012,-23402.52618,-609.473823,,24012,24763.6007,751.6006951,,,-24012,569.7654889,,24012,617.778143
-24048,-22818.96449,1229.035508,,24048,22724.37621,1323.623789,,-24048,-23436.71909,-611.2809119,,24048,24801.86523,753.8652339,,,-24048,569.7585551,,24048,617.7545961
-24084,-22849.85821,1234.141794,,24084,22755.23179,1328.768211,,-24084,-23470.99626,-613.0037356,,24084,24840.22911,756.2291051,,,-24084,572.5391059,,24084,621.1380584
-24120,-22884.06982,1235.930176,,24120,22788.96705,1331.032948,,-24120,-23505.18421,-614.8157872,,24120,24878.50084,758.50084,,,-24120,572.532108,,24120,621.1143888
-24156,-22918.2789,1237.7211,,24156,22822.69886,1333.301141,,-24156,-23539.36962,-616.6303776,,24156,24916.7761,760.7760973,,,-24156,572.5250437,,24156,621.0907224
-24192,-22952.48543,1239.514566,,24192,22856.42721,1335.572793,,-24192,-23573.55249,-618.4475063,,24192,24955.05488,763.0548777,,,-24192,572.5179153,,24192,621.0670597
-24228,-22983.37019,1244.629811,,24228,22887.26856,1340.731438,,-24228,-23607.8201,-620.1798999,,24228,24993.43361,765.4336054,,,-24228,575.2978326,,24228,624.4499111
-24264,-23017.57189,1246.428112,,24264,22920.98978,1343.010225,,-24264,-23641.99801,-622.001987,,24264,25031.71959,767.7195864,,,-24264,575.2906386,,24264,624.426125
-24300,-23051.77105,1248.228954,,24300,22954.70753,1345.292472,,-24300,-23676.17339,-623.8266107,,24300,25070.00909,770.0090922,,,-24300,575.2833798,,24300,624.4023433
-24336,-23085.96766,1250.032335,,24336,22988.42182,1347.578178,,-24336,-23710.34623,-625.6537705,,24336,25108.30212,772.3021232,,,-24336,575.2760548,,24336,624.3785645
-24372,-23116.84347,1255.156531,,24372,23019.24894,1352.751055,,-24372,-23744.60427,-627.3957258,,24372,25146.69572,774.6957169,,,-24372,578.0553381,,24372,627.7608052
-24408,-23151.03526,1256.964744,,24408,23052.9561,1355.043902,,-24408,-23778.77216,-629.2278397,,24408,25184.99595,776.9959532,,,-24408,578.0479488,,24408,627.7369043
-24444,-23185.22451,1258.775495,,24444,23086.65979,1357.340211,,-24444,-23812.93751,-631.0624879,,24444,25223.29972,779.2997164,,,-24444,578.0404946,,24444,627.7130071
-24480,-23219.41122,1260.588783,,24480,23120.36002,1359.639983,,-24480,-23847.10033,-632.89967,,24480,25261.60701,781.6070072,,,-24480,578.0329758,,24480,627.689113
-24516,-23250.27808,1265.721922,,24516,23151.1729,1364.827101,,-24516,-23881.34882,-634.6511788,,24516,25300.01548,784.0154766,,,-24516,580.8116244,,24516,631.0707432
-24552,-23284.45996,1267.540037,,24552,23184.86598,1367.134017,,-24552,-23915.50669,-636.4933106,,24552,25338.32998,786.3299773,,,-24552,580.8040397,,24552,631.0467264
-24588,-23318.63931,1269.360688,,24588,23218.5556,1369.444397,,-24588,-23949.66203,-638.3379747,,24588,25376.64801,788.6480071,,,-24588,580.7963899,,24588,631.0227133
-24624,-23352.81613,1271.183874,,24624,23252.24176,1371.758244,,-24624,-23983.81483,-640.1851704,,24624,25414.96957,790.9695667,,,-24624,580.7886773,,24624,630.9987036
-24660,-23383.67405,1276.32595,,24660,23283.04039,1376.95961,,-24660,-24018.05378,-641.9462244,,24660,25453.39292,793.3929214,,,-24660,583.5666886,,24660,634.3797256
-24696,-23417.84604,1278.153959,,24696,23316.7194,1379.280604,,-24696,-24052.20163,-643.7983656,,24696,25491.7217,795.7216956,,,-24696,583.5589084,,24696,634.3555934
-24732,-23452.0155,1279.984501,,24732,23350.39493,1381.605066,,-24732,-24086.34696,-645.6530367,,24732,25530.054,798.0540011,,,-24732,583.5510649,,24732,634.3314643
-24768,-23482.86678,1285.133218,,24768,23381.18299,1386.817006,,-24768,-24120.57879,-647.421215,,24768,25568.48856,800.4885647,,,-24768,586.3284413,,24768,637.712003
-24804,-23517.03142,1286.96858,,24804,23414.85138,1389.148619,,-24804,-24154.71917,-649.2808283,,24804,25606.82809,802.8280884,,,-24804,586.3205306,,24804,637.6877517
-24840,-23551.19353,1288.806475,,24840,23448.5163,1391.483702,,-24840,-24188.85703,-651.14297,,24840,25645.17115,805.1711451,,,-24840,586.3125569,,24840,637.663505
-24876,-23585.3531,1290.6469,,24876,23482.17774,1393.822255,,-24876,-24222.99236,-653.0076395,,24876,25683.51774,807.5177356,,,-24876,586.3045194,,24876,637.6392605
-24912,-23616.19546,1295.804539,,24912,23512.95154,1399.048458,,-24912,-24257.21465,-654.7853488,,24912,25721.9672,809.9672014,,,-24912,589.0812566,,24912,641.0191902
-24948,-23650.35022,1297.64978,,24948,23546.60583,1401.394166,,-24948,-24291.34504,-656.6549563,,24948,25760.32101,812.3210146,,,-24948,589.0731514,,24948,640.9948237
-24984,-23684.50245,1299.497551,,24984,23580.25665,1403.743347,,-24984,-24325.47291,-658.5270898,,24984,25798.67836,814.6783631,,,-24984,589.0649839,,24984,640.9704612
-25020,-23718.65215,1301.347852,,25020,23613.904,1406.096,,-25020,-24359.59825,-660.4017489,,25020,25837.03925,817.0392475,,,-25020,589.0567525,,25020,640.9461031
-25056,-23749.4856,1306.514405,,25056,23644.66353,1411.336475,,-25056,-24393.81102,-662.1889811,,25056,25875.50363,819.5036253,,,-25056,591.8328497,,25056,644.3254239
-25092,-23783.63048,1308.369517,,25092,23678.30371,1413.696288,,-25092,-24427.93143,-664.0685739,,25092,25913.87174,821.8717371,,,-25092,591.8245509,,25092,644.3009431
-25128,-23817.77284,1310.227156,,25128,23711.94042,1416.059575,,-25128,-24462.04931,-665.9506906,,25128,25952.24339,824.2433866,,,-25128,591.8161884,,25128,644.2764654
-25164,-23851.91268,1312.087322,,25164,23745.57366,1418.426338,,-25164,-24496.16467,-667.8353306,,25164,25990.61857,826.6185742,,,-25164,591.8077638,,25164,644.2519914
-25200,-23882.73722,1317.262782,,25200,23776.31891,1423.681093,,-25200,-24530.36792,-669.6320775,,25200,26029.09787,829.0978736,,,-25200,594.5832194,,25200,647.6307045
-25236,-23916.87224,1319.127755,,25236,23809.94498,1426.05502,,-25236,-24564.47835,-671.521647,,25236,26067.48029,831.4802932,,,-25236,594.5747268,,25236,647.606108
-25272,-23951.00475,1320.995254,,25272,23843.56758,1428.432424,,-25272,-24598.58626,-673.4137382,,25272,26105.86625,833.8662528,,,-25272,594.5661712,,25272,647.5815158
-25308,-23985.13472,1322.865278,,25308,23877.18669,1430.813307,,-25308,-24632.69165,-675.3083505,,25308,26144.25575,836.2557528,,,-25308,594.5575542,,25308,647.5569275
-25344,-24015.95036,1328.049637,,25344,23907.91765,1436.08235,,-25344,-24666.8854,-677.1146039,,25344,26182.74998,838.7499836,,,-25344,597.3323664,,25344,650.9350331
-25380,-24050.07554,1329.924464,,25380,23941.5296,1438.4704,,-25380,-24700.98586,-679.0141414,,25380,26221.14672,841.1467202,,,-25380,597.3236798,,25380,650.9103226
-25416,-24084.19819,1331.801814,,25416,23975.13807,1440.861931,,-25416,-24735.0838,-680.9161984,,25416,26259.547,843.5469991,,,-25416,597.3149319,,25416,650.8856156
-25452,-24118.31831,1333.681687,,25452,24008.74306,1443.256942,,-25452,-24769.17923,-682.8207743,,25452,26297.95082,845.9508207,,,-25452,597.3061213,,25452,650.8609127
-25488,-24149.12506,1338.874936,,25488,24039.45972,1448.540282,,-25488,-24803.36347,-684.6365262,,25488,26336.45999,848.4599925,,,-25488,600.0802895,,25488,654.2384098
-25524,-24183.24039,1340.759608,,25524,24073.05753,1450.942466,,-25524,-24837.45398,-686.546023,,25524,26374.87106,850.8710554,,,-25524,600.0714106,,25524,654.213585
-25560,-24217.3532,1342.646801,,25560,24106.65187,1453.348132,,-25560,-24871.54196,-688.4580371,,25560,26413.28566,853.2856627,,,-25560,600.0624693,,25560,654.1887639
-25596,-24251.46349,1344.536514,,25596,24140.24272,1455.757281,,-25596,-24905.62743,-690.3725679,,25596,26451.70382,855.7038151,,,-25596,600.0534659,,25596,654.1639461
-25632,-24282.26135,1349.738647,,25632,24170.94507,1461.054927,,-25632,-24939.80219,-692.1978103,,25632,26490.22794,858.2279377,,,-25632,602.8269893,,25632,657.5408367
-25668,-24316.36684,1351.633155,,25668,24204.52875,1463.471253,,-25668,-24973.88274,-694.1172577,,25668,26528.65334,860.6533361,,,-25668,602.8179169,,25668,657.5158973
-25704,-24350.46982,1353.530182,,25704,24238.10894,1465.891064,,-25704,-25007.96078,-696.0392203,,25704,26567.08228,863.0822812,,,-25704,602.8087828,,25704,657.4909617
-25740,-24384.57027,1355.429727,,25740,24271.68564,1468.314362,,-25740,-25042.0363,-697.9636974,,25740,26605.51477,865.5147736,,,-25740,602.7995884,,25740,657.4660296
-25776,-24415.35926,1360.640736,,25776,24302.37368,1473.626321,,-25776,-25076.20158,-699.798422,,25776,26644.05386,868.0538568,,,-25776,605.5724642,,25776,660.842314
-25812,-24449.45493,1362.545072,,25812,24335.9432,1476.056799,,-25812,-25110.27219,-701.7278115,,25812,26682.4936,870.4935999,,,-25812,605.5631991,,25812,660.8172605
-25848,-24483.54808,1364.451924,,25848,24369.50923,1478.490765,,-25848,-25144.34029,-703.6597139,,25848,26720.93689,872.9368919,,,-25848,605.5538731,,25848,660.7922101
-25884,-24517.63871,1366.361293,,25884,24403.07178,1480.92822,,-25884,-25178.40587,-705.5941287,,25884,26759.38373,875.3837336,,,-25884,605.5444864,,25884,660.7671643
-25920,-24548.41883,1371.58117,,25920,24432.91658,1487.083415,,-25920,-25212.56167,-707.4383275,,25920,26797.96757,877.9675722,,,-25920,609.1158428,,25920,664.1428425
-25956,-24582.50467,1373.495325,,25956,24466.47189,1489.528114,,-25956,-25246.62235,-709.3776504,,25956,26836.42171,880.4217136,,,-25956,609.1064004,,25956,664.1176746
-25992,-24616.58801,1375.411995,,25992,24500.0237,1491.976303,,-25992,-25280.68052,-711.3194841,,25992,26874.87941,882.8794063,,,-25992,609.0968967,,25992,664.0925109
-26028,-24650.66882,1377.331178,,26028,24533.57202,1494.427983,,-26028,-25314.73617,-713.2638279,,26028,26913.34065,885.3406509,,,-26028,609.0873321,,26028,664.0673501
-26064,-24681.44008,1382.559916,,26064,24563.32787,1500.672129,,-26064,-25348.88251,-715.1174928,,26064,26951.94239,887.9423948,,,-26064,612.7297342,,26064,667.4424232
-26100,-24715.51612,1384.483882,,26100,24596.86894,1503.131062,,-26100,-25382.93326,-717.0667405,,26100,26990.41095,890.4109479,,,-26100,612.7201141,,26100,667.4171415
-26136,-24749.58964,1386.41036,,26136,24630.40651,1505.593488,,-26136,-25416.9815,-719.0184968,,26136,27028.88305,892.8830546,,,-26136,612.7104334,,26136,667.3918632
-26172,-24783.66065,1388.33935,,26172,24663.94059,1508.059409,,-26172,-25451.02724,-720.9727611,,26172,27067.35872,895.3587155,,,-26172,612.7006935,,26172,667.3665889
-26208,-24814.42306,1393.576941,,26208,24693.68226,1514.317742,,-26208,-25485.16412,-722.835884,,26208,27105.97569,897.9756924,,,-26208,616.3420496,,26208,670.741057
-26244,-24848.48929,1395.510709,,26244,24727.20908,1516.790918,,-26244,-25519.20495,-724.7950479,,26244,27144.45867,900.4586667,,,-26244,616.3322513,,26244,670.7156611
-26280,-24882.55301,1397.446987,,26280,24760.73241,1519.267591,,-26280,-25553.24328,-726.7567182,,26280,27182.9452,902.9451968,,,-26280,616.3223942,,26280,670.6902688
-26316,-24916.61423,1399.385775,,26316,24794.25224,1521.74776,,-26316,-25587.27911,-728.7208943,,26316,27221.43528,905.4352834,,,-26316,616.3124766,,26316,670.6648807
-26352,-24947.36779,1404.632211,,26352,24823.97971,1528.020291,,-26352,-25621.40653,-730.5934672,,26352,27260.0675,908.0675034,,,-26352,619.9527876,,26352,674.0387438
-26388,-24981.42423,1406.575773,,26388,24857.49228,1530.507721,,-26388,-25655.43746,-732.5625388,,26388,27298.56491,910.5649081,,,-26388,619.9428129,,26388,674.0132342
-26424,-25015.47816,1408.521843,,26424,24891.00135,1532.998648,,-26424,-25689.46589,-734.5341145,,26424,27337.06587,913.065871,,,-26424,619.932777,,26424,673.9877285
-26460,-25049.52958,1410.47042,,26460,24924.50692,1535.493075,,-26460,-25723.49181,-736.5081938,,26460,27375.57039,915.5703927,,,-26460,619.9226823,,26460,673.9622262
-26496,-25080.27431,1415.725694,,26496,24954.22019,1541.779815,,-26496,-25757.60979,-738.3902087,,26496,27414.21787,918.217866,,,-26496,623.561949,,26496,677.3354853
-26532,-25114.32096,1417.679041,,26532,24987.71849,1544.281506,,-26532,-25791.63082,-740.3691793,,26532,27452.72971,920.7297106,,,-26532,623.5517954,,26532,677.3098617
-26568,-25148.36511,1419.634895,,26568,25021.2133,1546.786698,,-26568,-25825.64935,-742.3506519,,26568,27491.24512,923.2451157,,,-26568,623.5415823,,26568,677.2842431
-26604,-25182.40675,1421.593253,,26604,25054.70461,1549.295391,,-26604,-25859.66537,-744.3346259,,26604,27529.76408,925.7640818,,,-26604,623.5313092,,26604,677.2586271
-26640,-25213.14264,1426.857357,,26640,25084.40365,1555.59635,,-26640,-25893.77393,-746.2260747,,26640,27568.42682,928.4268185,,,-26640,627.1695315,,26640,680.6312823
-26676,-25247.17952,1428.820481,,26676,25117.88769,1558.112312,,-26676,-25927.78506,-748.2149358,,26676,27606.95311,930.9531124,,,-26676,627.1591996,,26676,680.6055452
-26712,-25281.21389,1430.786109,,26712,25151.36822,1560.631777,,-26712,-25961.7937,-750.2062967,,26712,27645.48297,933.482969,,,-26712,627.148808,,26712,680.5798123
-26748,-25315.24576,1432.75424,,26748,25184.84525,1563.154746,,-26748,-25995.79984,-752.2001569,,26748,27684.01639,936.0163891,,,-26748,627.1383569,,26748,680.5540831
-26784,-25345.97283,1438.027167,,26784,25214.53007,1569.469934,,-26784,-26029.89897,-754.1010316,,26784,27722.6944,938.6943993,,,-26784,630.7755347,,26784,683.9261354
-26820,-25379.99994,1440.00006,,26820,25247.99982,1572.000176,,-26820,-26063.90023,-756.0997746,,26820,27761.23515,941.2351519,,,-26820,630.7650241,,26820,683.9002854
-26856,-25414.02455,1441.975454,,26856,25281.46608,1574.533923,,-26856,-26097.89898,-758.1010152,,26856,27799.77947,943.7794696,,,-26856,630.7544534,,26856,683.8744388
-26892,-25448.04665,1443.953349,,26892,25314.92882,1577.071177,,-26892,-26131.89525,-760.104753,,26892,27838.32735,946.327353,,,-26892,630.743824,,26892,683.848596
-26928,-25478.76491,1449.235091,,26928,25344.59939,1583.400605,,-26928,-26165.98495,-762.0150456,,26928,27877.02065,949.0206469,,,-26928,634.3799581,,26928,687.2200454
-26964,-25512.78226,1451.217744,,26964,25378.05486,1585.945135,,-26964,-26199.97634,-764.023662,,26964,27915.57587,951.5758677,,,-26964,634.3692673,,26964,687.194082
-27000,-25546.7971,1453.202896,,27000,25411.50683,1588.493174,,-27000,-26233.96523,-766.0347738,,27000,27954.13466,954.1346559,,,-27000,634.3585181,,27000,687.1681222
-27036,-25580.80945,1455.190547,,27036,25444.95528,1591.044721,,-27036,-26267.95162,-768.0483807,,27036,27992.69701,956.6970121,,,-27036,634.3477089,,27036,687.1421663
-27072,-25611.5189,1460.481096,,27072,25474.6116,1597.388401,,-27072,-26302.03192,-769.9680832,,27072,28031.4056,959.4055999,,,-27072,637.9828011,,27072,690.5130128
-27108,-25645.5265,1462.4735,,27108,25508.05277,1599.947228,,-27108,-26336.01344,-771.9865644,,27108,28069.9753,961.9752982,,,-27108,637.9719298,,27108,690.4869356
-27144,-25679.5316,1464.468403,,27144,25541.49043,1602.509567,,-27144,-26369.99246,-774.007539,,27144,28108.54857,964.5485664,,,-27144,637.9610006,,27144,690.460864
-27180,-25713.5342,1466.465801,,27180,25574.92458,1605.075417,,-27180,-26403.96899,-776.0310063,,27180,28147.1254,967.1254048,,,-27180,637.9500122,,27180,690.4347947
-27216,-25744.23485,1471.765149,,27216,25604.56664,1611.433358,,-27216,-26438.03989,-777.9601108,,27216,28185.8493,969.8492967,,,-27216,641.5840613,,27216,693.8050382
-27252,-25778.2327,1473.767298,,27252,25637.99351,1614.006493,,-27252,-26472.01155,-779.9884484,,27252,28224.43348,972.4334822,,,-27252,641.5730108,,27252,693.7788496
-27288,-25812.22806,1475.771941,,27288,25671.41686,1616.583141,,-27288,-26505.98072,-782.0192771,,27288,28263.02124,975.0212397,,,-27288,641.5619013,,27288,693.7526639
-27324,-25846.22092,1477.779079,,27324,25704.8367,1619.163303,,-27324,-26539.9474,-784.0525965,,27324,28301.61257,977.61257,,,-27324,641.550733,,27324,693.7264825
-27360,-25876.91278,1483.087219,,27360,25734.46448,1625.535515,,-27360,-26574.00891,-785.9910949,,27360,28340.35178,980.3517761,,,-27360,645.1837389,,27360,697.0961241
-27396,-25910.9009,1485.099102,,27396,25767.87703,1628.122966,,-27396,-26607.97072,-788.0292803,,27396,28378.95046,982.9504582,,,-27396,645.1725078,,27396,697.0698217
-27432,-25944.88652,1487.113478,,27432,25801.28607,1630.713932,,-27432,-26641.93005,-790.0699548,,27432,28417.55271,985.5527147,,,-27432,645.1612173,,27432,697.0435232
-27468,-25978.86965,1489.130347,,27468,25834.69158,1633.308415,,-27468,-26675.88688,-792.1131177,,27468,28456.15855,988.1585462,,,-27468,645.1498688,,27468,697.0172293
-27504,-26009.55273,1494.447272,,27504,25864.30509,1639.69491,,-27504,-26709.939,-794.0610021,,27504,28494.91308,990.9130769,,,-27504,648.7818331,,27504,700.3862699
-27540,-26043.53112,1496.468882,,27540,25897.70331,1642.296686,,-27540,-26743.89097,-796.1090268,,27540,28533.52627,993.5262651,,,-27540,648.7704209,,27540,700.3598552
-27576,-26077.50702,1498.492982,,27576,25931.09802,1644.90198,,-27576,-26777.84046,-798.1595385,,27576,28572.14303,996.14303,,,-27576,648.75895,,27576,700.3334435
-27612,-26111.48043,1500.519573,,27612,25964.48921,1647.510793,,-27612,-26811.78746,-800.2125364,,27612,28610.76337,998.7633723,,,-27612,648.7474207,,27612,700.3070366
-27648,-26142.15472,1505.845275,,27648,25994.08842,1653.911581,,-27648,-26845.8302,-802.1697989,,27648,28649.53324,1001.533238,,,-27648,652.378343,,27648,703.6754761
-27684,-26176.1234,1507.876603,,27684,26027.47231,1656.527691,,-27684,-26879.77235,-804.2276545,,27684,28688.16094,1004.160942,,,-27684,652.366749,,27684,703.6489485
-27720,-26210.08958,1509.91042,,27720,26060.85268,1659.147321,,-27720,-26913.71201,-806.2879949,,27720,28726.79222,1006.792225,,,-27720,652.355096,,27720,703.6224251
-27756,-26244.05327,1511.946725,,27756,26094.22953,1661.770474,,-27756,-26947.64918,-808.3508194,,27756,28765.42709,1009.427087,,,-27756,652.343387,,27756,703.5959056
-27792,-26274.7188,1517.281197,,27792,26123.81443,1668.185565,,-27792,-26981.68255,-810.317452,,27792,28804.2123,1012.212298,,,-27792,655.973267,,27792,706.963745
-27828,-26308.67777,1519.322235,,27828,26157.18398,1670.816018,,-27828,-27015.61487,-812.3851301,,27828,28842.85453,1014.854527,,,-27828,655.961491,,27828,706.9371049
-27864,-26342.63424,1521.365759,,27864,26190.55001,1673.449995,,-27864,-27049.54471,-814.4552907,,27864,28881.50034,1017.500337,,,-27864,655.949658,,27864,706.9104683
-27900,-26376.58823,1523.41177,,27900,26223.9125,1676.087495,,-27900,-27083.47207,-816.5279333,,27900,28920.14973,1020.14973,,,-27900,655.937765,,27900,706.8838367
