P_Ac_in (W),P_Batt_in (W),P_loss_in,,P_Ac_out,P_Batt_out,P_loss_out,,P_Ac_in (W),P_Batt_in (W),P_loss_in,,P_Ac_out,P_Batt_out,P_loss_out,,,P_AC_out_only_PE,,,P_Ac_in_only_PE,
-5580,-5236.557646,343.4423544,,5580,5253.582978,326.4170219,,-5580,-5546.800122,-33.19987836,,5580,5620.737634,40.73763352,,,-5580,285.6793884,,5580,310.242476
-5616,-5270.731746,345.2682537,,5616,5287.984492,328.0155078,,-5616,-5582.369172,-33.63082759,,5616,5657.261016,41.26101628,,,-5616,286.7544915,,5616,311.6374261
-5652,-5306.30172,345.6982805,,5652,5323.384633,328.6153671,,-5652,-5617.926552,-34.07344812,,5652,5693.779901,41.77990125,,,-5652,286.8354659,,5652,311.6248324
-5688,-5341.868835,346.1311647,,5688,5358.782648,329.2173517,,-5688,-5653.481076,-34.51892404,,5688,5730.30205,42.30205026,,,-5688,286.9153014,,5688,311.6122407
-5724,-5377.433094,346.5669056,,5724,5394.178518,329.8214823,,-5724,-5689.032745,-34.96725467,,5724,5766.827464,42.82746377,,,-5724,286.9940185,,5724,311.5996509
-5760,-5411.596324,348.4036759,,5760,5428.568616,331.4313842,,-5760,-5724.590653,-35.40934698,,5760,5803.364158,43.36415768,,,-5760,288.0672265,,5760,312.9943289
-5796,-5447.154984,348.845016,,5796,5463.959504,332.0404958,,-5796,-5760.13667,-35.86332959,,5796,5839.896152,43.89615236,,,-5796,288.1443434,,5796,312.9816864
-5832,-5482.710789,349.2892107,,5832,5499.348194,332.6518059,,-5832,-5795.679835,-36.32016486,,5832,5876.431413,44.43141291,,,-5832,288.220393,,5832,312.9690458
-5868,-5518.263741,349.7362595,,5868,5534.734666,333.2653337,,-5868,-5831.220148,-36.7798521,,5868,5912.96994,44.96993977,,,-5868,288.2953939,,5868,312.9564074
-5904,-5552.41611,351.5838904,,5904,5569.113188,334.8868122,,-5904,-5866.766923,-37.23307694,,5904,5949.519952,45.51995226,,,-5904,289.3668599,,5904,314.3508135
-5940,-5587.963467,352.036533,,5940,5604.494567,335.505433,,-5940,-5902.301589,-37.69841077,,5940,5986.065064,46.06506397,,,-5940,289.440369,,5940,314.3381222
-5976,-5623.507972,352.4920276,,5976,5639.87368,336.1263195,,-5976,-5937.833405,-38.16659454,,5976,6022.613443,46.61344336,,,-5976,289.5128761,,5976,314.3254331
-6012,-5659.049627,352.9503734,,6012,5675.250511,336.7494893,,-6012,-5973.362372,-38.63762755,,6012,6059.165091,47.16509087,,,-6012,289.5843984,,6012,314.3127459
-6048,-5693.191145,354.8088547,,6048,5709.617311,338.3826895,,-6048,-6008.898026,-39.10197435,,6048,6095.728429,47.72842939,,,-6048,290.6542601,,6048,315.7068804
-6084,-5728.727211,355.272789,,6084,5744.988945,339.0110546,,-6084,-6044.421351,-39.57864858,,6084,6132.286665,48.28666542,,,-6084,290.7243892,,6084,315.6941404
-6120,-5764.260427,355.7395725,,6120,5780.358253,339.6417471,,-6120,-6079.94183,-40.05817001,,6120,6168.848171,48.84817095,,,-6120,290.7935762,,6120,315.6814025
-6156,-5799.790795,356.2092046,,6156,5815.725217,340.2747831,,-6156,-6115.459462,-40.54053797,,6156,6205.412946,49.41294642,,,-6156,290.8618367,,6156,315.6686666
-6192,-5833.921474,358.0785259,,6192,5849.967565,342.0324351,,-6192,-6150.984004,-41.01599619,,6192,6241.990581,49.99058063,,,-6192,292.0418545,,6192,317.0625297
-6228,-5869.446259,358.5537412,,6228,5885.329178,342.6708221,,-6228,-6186.496,-41.504,,6228,6278.561954,50.56195399,,,-6228,292.1088681,,6228,317.0497412
-6264,-5904.968197,359.031803,,6264,5920.688407,343.3115926,,-6264,-6222.005152,-41.99484829,,6264,6315.136599,51.13659865,,,-6264,292.174994,,6264,317.0369547
-6300,-5940.487289,359.5127107,,6300,5956.045239,343.9547615,,-6300,-6257.51146,-42.48854039,,6300,6351.714515,51.71451509,,,-6300,292.2402464,,6300,317.0241703
-6336,-5974.607138,361.3928616,,6336,5989.746664,346.2533364,,-6336,-6293.0249,-42.97509951,,6336,6388.310136,52.31013582,,,-6336,293.9432006,,6336,318.4177621
-6372,-6010.120653,361.8793471,,6372,6025.097782,346.9022184,,-6372,-6328.525578,-43.47442209,,6372,6424.89468,52.89468048,,,-6372,294.0075379,,6372,318.404925
-6408,-6045.631324,362.3686764,,6408,6060.446467,347.5535327,,-6408,-6364.023414,-43.97658645,,6408,6461.482498,53.4824983,,,-6408,294.0710344,,6408,318.39209
-6444,-6081.139151,362.8608489,,6444,6095.792707,348.2072931,,-6444,-6399.518408,-44.48159189,,6444,6498.07359,54.07358971,,,-6444,294.1337034,,6444,318.379257
-6480,-6115.248181,364.7518192,,6480,6129.480943,350.5190569,,-6480,-6435.020759,-44.97924142,,6480,6534.682721,54.68272073,,,-6480,295.8363362,,6480,319.7725778
-6516,-6150.750436,365.2495642,,6516,6164.821408,351.1785916,,-6516,-6470.510128,-45.48987199,,6516,6571.280444,55.28044409,,,-6516,295.8981475,,6516,319.7596922
-6552,-6186.24985,365.7501504,,6552,6200.159396,351.8406038,,-6552,-6505.996658,-46.00334163,,6552,6607.881442,55.88144244,,,-6552,295.9591614,,6552,319.7468088
-6588,-6221.746423,366.253577,,6588,6235.494894,352.5051063,,-6588,-6541.48035,-46.51964965,,6588,6644.485716,56.48571621,,,-6588,296.0193901,,6588,319.7339274
-6624,-6255.844644,368.1553563,,6624,6269.169899,354.8301012,,-6624,-6576.971621,-47.02837909,,6624,6681.108365,57.10836516,,,-6624,297.721736,,6624,321.1269772
-6660,-6291.33565,368.6643502,,6660,6304.499566,355.5004343,,-6660,-6612.449693,-47.55030689,,6660,6717.719275,57.71927462,,,-6660,297.7811597,,6660,321.1140433
-6696,-6326.823818,369.1761825,,6696,6339.826713,356.1732868,,-6696,-6647.924929,-48.07507106,,6696,6754.333461,58.3334609,,,-6696,297.8398259,,6696,321.1011114
-6732,-6362.309147,369.6908525,,6732,6375.151329,356.8486709,,-6732,-6683.397329,-48.6026709,,6732,6790.950924,58.95092444,,,-6732,297.8977465,,6732,321.0881816
-6768,-6396.396569,371.6034307,,6768,6408.813065,359.1869346,,-6768,-6718.87753,-49.12246977,,6768,6827.587099,59.58709898,,,-6768,299.5998356,,6768,322.4809609
-6804,-6431.876337,372.1236626,,6804,6444.131799,359.868201,,-6804,-6754.344316,-49.65568406,,6804,6864.211202,60.21120194,,,-6804,299.6569991,,6804,322.4679785
-6840,-6467.35327,372.6467304,,6840,6479.447974,360.5520261,,-6840,-6789.808268,-50.191732,,6840,6900.838584,60.83858356,,,-6840,299.7134425,,6840,322.4549984
-6876,-6502.827367,373.1726331,,6876,6514.761579,361.2384209,,-6876,-6825.269387,-50.73061292,,6876,6937.469244,61.46924427,,,-6876,299.7691766,,6876,322.4420202
-6912,-6536.904,375.0959998,,6912,6548.410013,363.5899872,,-6912,-6860.738529,-51.26147077,,6912,6974.118952,62.11895207,,,-6912,301.4710351,,6912,323.834529
-6948,-6572.372541,375.6274593,,6948,6583.717688,364.2823124,,-6948,-6896.194039,-51.80596081,,6948,7010.756256,62.75625595,,,-6948,301.5260565,,6948,323.8214985
-6984,-6607.838248,376.1617518,,6984,6619.022767,364.9772327,,-6984,-6931.646718,-52.35328181,,6984,7047.39684,63.39684033,,,-6984,301.5803924,,6984,323.80847
-7020,-6643.301123,376.6988766,,7020,6654.325241,365.6747585,,-7020,-6967.096567,-52.90343308,,7020,7084.040706,64.04070565,,,-7020,301.6340529,,7020,323.7954435
-7056,-6677.366978,378.6330216,,7056,6687.960342,368.0396576,,-7056,-7002.554661,-53.44533948,,7056,7120.703954,64.70395438,,,-7056,303.3357032,,7056,325.1876821
-7092,-6712.824302,379.1756979,,7092,6723.256842,368.7431583,,-7092,-7037.998905,-54.00109455,,7092,7157.354467,65.35446661,,,-7092,303.3886917,,7092,325.1746034
-7128,-6748.278796,379.7212045,,7128,6758.550712,369.449288,,-7128,-7073.440322,-54.5596779,,7128,7194.008261,66.00826117,,,-7128,303.4410268,,7128,325.1615266
-7164,-6783.730459,380.2695408,,7164,6793.841943,370.1580567,,-7164,-7108.878911,-55.12108882,,7164,7230.665339,66.66533853,,,-7164,303.4927182,,7164,325.148452
-7200,-6817.785546,382.2144539,,7200,6827.463684,372.5363159,,-7200,-7144.325967,-55.67403334,,7200,7267.342136,67.34213588,,,-7200,305.19418,,7200,326.5404206
-7236,-6853.231664,382.7683363,,7236,6862.748899,373.2511007,,-7236,-7179.758957,-56.24104276,,7236,7304.005864,68.0058639,,,-7236,305.2452368,,7236,326.5272935
-7272,-6888.674954,383.3250464,,7272,6898.031454,373.9685464,,-7272,-7215.189122,-56.81087775,,7272,7340.672876,68.67287609,,,-7272,305.2956703,,7272,326.5141687
-7308,-6924.115416,383.8845835,,7308,6933.311338,374.6886623,,-7308,-7250.616462,-57.38353764,,7308,7377.343173,69.34317293,,,-7308,305.3454894,,7308,326.5010459
-7344,-6958.159746,385.8402545,,7344,6966.919694,377.0803062,,-7344,-7286.05249,-57.94750987,,7344,7414.033527,70.03352661,,,-7344,307.0467796,,7344,327.8927446
-7380,-6993.594668,386.4053325,,7380,7002.193523,377.8064766,,-7380,-7321.474237,-58.52576295,,7380,7450.710478,70.71047786,,,-7380,307.0959987,,7380,327.8795696
-7416,-7029.026765,386.9732355,,7416,7037.464662,378.5353378,,-7416,-7356.893161,-59.10683891,,7416,7487.390715,71.39071515,,,-7416,307.1446227,,7416,327.8663966
-7452,-7064.456037,387.5439628,,7452,7072.733102,379.2668984,,-7452,-7392.309263,-59.69073709,,7452,7524.074239,72.07423892,,,-7452,307.1926595,,7452,327.8532257
-7488,-7098.472212,389.5277881,,7488,7106.328051,381.6719491,,-7488,-7427.73442,-60.26558006,,7488,7560.778157,72.77815663,,,-7488,308.8937925,,7488,329.262208
-7524,-7133.89595,390.1040497,,7524,7141.5904,382.4096001,,-7524,-7463.144935,-60.85506545,,7524,7597.468339,73.46833859,,,-7524,308.9412615,,7524,329.2489843
-7560,-7169.316866,390.6831336,,7560,7176.85003,383.1499699,,-7560,-7498.552629,-61.44737105,,7560,7634.161808,74.16180843,,,-7560,308.9881615,,7560,329.2357626
-7596,-7204.734961,391.2650391,,7596,7212.106933,383.8930666,,-7596,-7533.957504,-62.04249619,,7596,7670.858567,74.85856661,,,-7596,309.0345,,7596,329.2225429
-7632,-7237.947256,394.0527441,,7632,7245.688456,386.3115443,,-7632,-7569.378463,-62.62153681,,7632,7707.576056,75.57605608,,,-7632,310.7354882,,7632,331.4312073
-7668,-7273.359885,394.6401155,,7668,7280.939235,387.0607647,,-7668,-7604.777787,-63.22221287,,7668,7744.279476,76.27947622,,,-7668,310.7812885,,7668,331.4179026
-7704,-7308.769693,395.2303065,,7704,7316.18727,387.8127303,,-7704,-7640.174294,-63.82570647,,7704,7780.986186,76.98618609,,,-7704,310.8265442,,7704,331.4046
-7740,-7344.176683,395.8233166,,7740,7351.432551,388.5674486,,-7740,-7675.567983,-64.43201693,,7740,7817.696186,77.69618615,,,-7740,310.8712625,,7740,331.3912997
-7776,-7377.378112,398.621888,,7776,7385.000628,390.9993716,,-7776,-7710.978108,-65.0218917,,7776,7854.427255,78.42725511,,,-7776,312.5721165,,7776,333.5999963
-7812,-7412.779641,399.2203588,,7812,7420.239755,391.760245,,-7812,-7746.366252,-65.63374785,,7812,7891.143921,79.14392091,,,-7812,312.6163241,,7812,333.586611
-7848,-7448.178353,399.8216465,,7848,7455.476112,392.5238883,,-7848,-7781.751581,-66.24841888,,7848,7927.863878,79.8638783,,,-7848,312.66001,,7848,333.5732276
-7884,-7483.574249,400.4257506,,7884,7490.709691,393.2903087,,-7884,-7817.134096,-66.86590412,,7884,7964.587128,80.58712774,,,-7884,312.703181,,7884,333.5598465
-7920,-7516.765277,403.2347234,,7920,7524.264306,395.7356936,,-7920,-7852.533393,-67.46660682,,7920,8001.331784,81.33178394,,,-7920,314.4039097,,7920,335.7681166
-7956,-7552.155717,403.8442831,,7956,7559.491702,396.5082983,,-7956,-7887.910367,-68.08963253,,7956,8038.061703,82.06170289,,,-7956,314.4465954,,7956,335.7546506
-7992,-7587.543343,404.4566571,,7992,7594.716304,397.2836963,,-7992,-7923.28453,-68.71547047,,7992,8074.794915,82.79491529,,,-7992,314.488781,,7992,335.7411866
-8028,-7622.928155,405.0718448,,8028,7629.938106,398.0618945,,-8028,-7958.65588,-69.34411995,,8028,8111.531422,83.53142161,,,-8028,314.5304729,,8028,335.7277249
-8064,-7656.108791,407.8912093,,8064,7663.479244,400.5207565,,-8064,-7994.04436,-69.9556405,,8064,8148.289673,84.28967281,,,-8064,316.2310837,,8064,337.9355688
-8100,-7691.488153,408.5118474,,8100,7698.694834,401.3051665,,-8100,-8029.410175,-70.58982525,,8100,8185.032852,85.03285243,,,-8100,316.2723141,,8100,337.9220222
-8136,-7726.864703,409.1352973,,8136,7733.907608,402.0923918,,-8136,-8064.77318,-71.22681958,,8136,8221.779327,85.77932736,,,-8136,316.3130644,,8136,337.9084777
-8172,-7762.238442,409.7615582,,8172,7769.117561,402.8824389,,-8172,-8100.133377,-71.86662281,,8172,8258.529098,86.52909807,,,-8172,316.3533408,,8172,337.8949354
-8208,-7795.408696,412.5913045,,8208,7802.645208,405.3547919,,-8208,-8135.511049,-72.48895113,,8208,8295.300952,87.30095204,,,-8208,318.0538399,,8208,340.1023534
-8244,-7830.776989,413.2230108,,8244,7837.848923,406.1510767,,-8244,-8170.865716,-73.13428443,,8244,8332.0574,88.05739983,,,-8244,318.0936769,,8244,340.0887264
-8280,-7866.142474,413.8575261,,8280,7873.049802,406.9501977,,-8280,-8206.217575,-73.78242466,,8280,8368.817145,88.81714481,,,-8280,318.1330529,,8280,340.0751014
-8316,-7901.50515,414.4948499,,8316,7908.247839,407.7521611,,-8316,-8241.566629,-74.43337114,,8316,8405.580187,89.58018744,,,-8316,318.1719737,,8316,340.0614788
-8352,-7934.665032,417.3349683,,8352,7941.761982,410.2380179,,-8352,-8276.933503,-75.06649717,,8352,8442.365652,90.36565196,,,-8352,319.8723659,,8352,342.2684711
-8388,-7970.022268,417.9777322,,8388,7976.953757,411.0462433,,-8388,-8312.277031,-75.72296854,,8388,8479.135375,91.13537547,,,-8388,319.9108678,,8388,342.2547637
-8424,-8005.376697,418.6233027,,8424,8012.142675,411.8573247,,-8424,-8347.617756,-76.38224419,,8424,8515.908398,91.90839803,,,-8424,319.9489267,,8424,342.2410585
-8460,-8040.728321,419.2716789,,8460,8047.328732,412.6712678,,-8460,-8382.955677,-77.04432344,,8460,8552.68472,92.6847201,,,-8460,319.9865477,,8460,342.2273555
-8496,-8073.87784,422.1221597,,8496,8080.82936,415.1706403,,-8496,-8418.311763,-77.68823715,,8496,8589.483803,93.48380297,,,-8496,321.6868373,,8496,344.4339226
-8532,-8109.224029,422.775971,,8532,8116.009132,415.9908684,,-8532,-8453.644164,-78.35583612,,8532,8626.26681,94.26680973,,,-8532,321.7240587,,8532,344.4201349
-8568,-8144.567414,423.4325862,,8568,8151.186029,416.8139712,,-8568,-8488.973763,-79.02623672,,8568,8663.053117,95.05311742,,,-8568,321.7608538,,8568,344.4063495
-8604,-8179.907995,424.0920045,,8604,8186.360046,417.6399543,,-8604,-8524.300562,-79.69943829,,8604,8699.842726,95.84272649,,,-8604,321.7972278,,8604,344.3925662
-8640,-8213.047162,426.952838,,8640,8219.847147,420.1528532,,-8640,-8559.64587,-80.35412966,,8640,8736.655436,96.6554355,,,-8640,323.4974177,,8640,346.5987083
-8676,-8248.382314,427.6176863,,8676,8255.014857,420.985143,,-8676,-8594.967154,-81.03284578,,8676,8773.451733,97.45173307,,,-8676,323.5334099,,8676,346.5848405
-8712,-8283.714664,428.2853359,,8712,8290.179675,421.8203252,,-8712,-8630.285639,-81.71436089,,8712,8810.251333,98.25133344,,,-8712,323.5689918,,8712,346.570975
-8748,-8319.044214,428.955786,,8748,8325.341595,422.6584052,,-8748,-8665.601326,-82.39867434,,8748,8847.054237,99.05423707,,,-8748,323.6041681,,8748,346.5571117
-8784,-8352.173038,431.8269624,,8784,8358.815159,425.1848408,,-8784,-8700.935867,-83.06413336,,8784,8883.88058,99.88058005,,,-8784,325.3042608,,8784,348.762829
-8820,-8387.497163,432.5028374,,8820,8393.970752,426.0292479,,-8820,-8736.246044,-83.75395619,,8820,8920.690176,100.690176,,,-8820,325.3390719,,8820,348.7488812
-8856,-8422.818489,433.181511,,8856,8429.123436,426.8765645,,-8856,-8771.553425,-84.44657538,,8856,8957.503077,101.5030766,,,-8856,325.3734879,,8856,348.7349356
-8892,-8458.137017,433.8629825,,8892,8464.273205,427.7267954,,-8892,-8806.85801,-85.14199027,,8892,8994.319282,102.3192824,,,-8892,325.407513,,8892,348.7209922
-8928,-8491.255508,436.7444923,,8928,8497.733223,430.266777,,-8928,-8842.181793,-85.81820695,,8928,9031.159267,103.1592671,,,-8928,327.1075099,,8928,350.9262854
-8964,-8526.568616,437.4313837,,8964,8532.876645,431.1233546,,-8964,-8877.480874,-86.51912608,,8964,9067.982169,103.982169,,,-8964,327.1411856,,8964,350.9122576
-9000,-8561.878929,438.121071,,9000,8568.017142,431.9828577,,-9000,-8912.777161,-87.22283894,,9000,9104.808377,104.8083775,,,-9000,327.1744802,,9000,350.8982321
-9036,-8597.186446,438.8135537,,9036,8603.154709,432.845291,,-9036,-8948.070655,-87.92934487,,9036,9141.637893,105.6378929,,,-9036,327.2073981,,9036,350.8842088
-9072,-8630.294613,441.7053871,,9072,8636.601173,435.3988275,,-9072,-8983.383691,-88.61630923,,9072,9178.491527,106.4915274,,,-9072,328.9073001,,9072,353.0890779
-9108,-8665.596715,442.4032845,,9108,8671.732374,436.2676259,,-9108,-9018.671686,-89.32831425,,9108,9215.327743,107.3277428,,,-9108,328.9398831,,9108,353.0749703
-9144,-8700.896025,443.1039753,,9144,8706.860635,437.1393651,,-9144,-9053.95689,-90.04311038,,9144,9252.167267,108.1672666,,,-9144,328.9720985,,9144,353.0608649
-9180,-8736.192541,443.8074588,,9180,8741.98595,438.0140496,,-9180,-9089.239303,-90.76069696,,9180,9289.010099,109.0100994,,,-9180,329.0039502,,9180,353.0467618
-9216,-8769.290394,446.7096062,,9216,8775.418851,440.5811492,,-9216,-9124.541601,-91.45839904,,9216,9325.877391,109.8773913,,,-9216,330.7037579,,9216,355.2512072
-9252,-8804.581501,447.4184994,,9252,8810.537784,441.4622164,,-9252,-9159.81852,-92.18147957,,9252,9362.726928,110.7269279,,,-9252,330.7352885,,9252,355.2370198
-9288,-8839.869817,448.1301834,,9288,8845.653761,442.346239,,-9288,-9195.092651,-92.90734859,,9288,9399.579775,111.5797747,,,-9288,330.7664643,,9288,355.2228348
-9324,-8875.155343,448.8446574,,9324,8880.766779,443.2332214,,-9324,-9230.363995,-93.63600544,,9324,9436.435932,112.4359324,,,-9324,330.797289,,9324,355.208652
-9360,-8908.242891,451.7571092,,9360,8914.186108,445.8138919,,-9360,-9265.655565,-94.34443529,,9360,9473.31689,113.3168897,,,-9360,332.4970022,,9360,357.4126739
-9396,-8943.523012,452.4769879,,9396,8949.292726,446.7072736,,-9396,-9300.921419,-95.07858097,,9396,9510.179755,114.179755,,,-9396,332.5275186,,9396,357.3984069
-9432,-8978.800345,453.1996548,,9432,8984.396375,447.6036247,,-9432,-9336.184487,-95.81551251,,9432,9547.045932,115.0459325,,,-9432,332.5576922,,9432,357.3841423
-9468,-9014.074891,453.9251091,,9468,9019.497051,448.5029494,,-9468,-9371.444771,-96.55522927,,9468,9583.915423,115.9154226,,,-9468,332.5875268,,9468,357.3698798
-9504,-9047.152144,456.8478556,,9504,9052.902802,451.097198,,-9504,-9406.725623,-97.27437696,,9504,9620.810053,116.8100532,,,-9504,334.2871448,,9504,359.5734786
-9540,-9082.42129,457.5787096,,9540,9087.997062,452.0029379,,-9540,-9441.980423,-98.01957742,,9540,9657.686255,117.6862548,,,-9540,334.3166831,,9540,359.5591322
-9576,-9117.687651,458.3123491,,9576,9123.088339,452.9116605,,-9576,-9477.232439,-98.76756115,,9576,9694.565771,118.5657706,,,-9576,334.3458899,,9576,359.544788
-9612,-9152.951226,459.0487735,,9612,9158.17663,453.8233699,,-9612,-9512.481673,-99.51832747,,9612,9731.448601,119.4486009,,,-9612,334.374769,,9612,359.530446
-9648,-9186.018195,461.9818052,,9648,9191.568796,456.4312038,,-9648,-9547.751817,-100.2481831,,9648,9768.356913,120.3569125,,,-9648,336.0742913,,9648,361.7336221
-9684,-9221.276376,462.7236242,,9684,9226.650656,457.3493435,,-9684,-9582.995572,-101.004428,,9684,9805.246458,121.2464582,,,-9684,336.1028853,,9684,361.7191962
-9720,-9256.531774,463.4682261,,9720,9261.729521,458.2704788,,-9720,-9618.236546,-101.7634536,,9720,9842.13932,122.1393198,,,-9720,336.131159,,9720,361.7047725
-9756,-9291.78439,464.2156103,,9756,9296.805387,459.1946134,,-9756,-9653.474741,-102.5252591,,9756,9879.035498,123.035498,,,-9756,336.1591154,,9756,361.6903512
-9792,-9324.841082,467.1589175,,9792,9330.183961,461.8160391,,-9792,-9688.734187,-103.2658128,,9792,9915.957499,123.9574986,,,-9792,337.8585405,,9792,363.8931047
-9828,-9360.088309,467.9116913,,9828,9365.253381,462.7466186,,-9828,-9723.966908,-104.0330918,,9828,9952.860396,124.8603959,,,-9828,337.8862227,,9828,363.8785995
-9864,-9395.332755,468.6672455,,9864,9400.319794,463.6802059,,-9864,-9759.196851,-104.8031489,,9864,9989.766611,125.7666111,,,-9864,337.9135948,,9864,363.8640966
-9900,-9430.574421,469.4255793,,9900,9435.383195,464.6168045,,-9900,-9794.424017,-105.5759834,,9900,10026.67614,126.6761447,,,-9900,337.9406598,,9900,363.8495959
-9936,-9463.620848,472.3791525,,9936,9468.748172,467.2518285,,-9936,-9829.672775,-106.3272252,,9936,10063.61184,127.6118423,,,-9936,339.6399862,,9936,366.0519273
-9972,-9498.857129,473.1428709,,9972,9503.805114,468.194886,,-9972,-9864.894472,-107.1055281,,9972,10100.5281,128.5280989,,,-9972,339.6667871,,9972,366.0373428
-10008,-9534.090633,473.909367,,10008,9538.859037,469.1409629,,-10008,-9900.113394,-107.8866064,,10008,10137.44768,129.4476752,,,-10008,339.6932877,,10008,366.0227606
-10044,-9569.32136,474.6786403,,10044,9573.909937,470.0900629,,-10044,-9935.329541,-108.6704595,,10044,10174.37057,130.3705719,,,-10044,339.719491,,10044,366.0081808
-10080,-9602.35753,477.6424699,,10080,9607.261309,472.7386911,,-10080,-9970.56762,-109.4323796,,10080,10211.31997,131.3199743,,,-10080,341.4187168,,10080,368.2100903
-10116,-9637.582877,478.4171227,,10116,9642.305737,473.6942632,,-10116,-10005.7783,-110.221696,,10116,10248.2496,132.2495979,,,-10116,341.4446653,,10116,368.1954267
-10152,-9672.805449,479.1945506,,10152,9677.347134,474.6528661,,-10152,-10040.98621,-111.0137852,,10152,10285.18254,133.1825432,,,-10152,341.4703229,,10152,368.1807654
